doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,annotator1_conflict,annotator2_conflict,conflict_type,notes
2009 - peppol,272,276,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,Measurement  Formal establishment of the National Service Provider    Requirements The responsibility and the related processes of the National Service Provider MUST be defined (e.g.,0.813,,,,
2009 - peppol,272,277,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  The legal regulation applicable for the National Service Provider MUST be defined.,0.659,,,,
2009 - peppol,272,278,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,Measurement  Definition of the legal basis for the est ablishment of such a Service Provider   Requirement  A suitable way to establish the relevant regulations for the National Service Provider MUST ,0.680,,,,
2009 - peppol,272,280,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,Requirement  Relevant regulations of national data protec tion acts MUST be analysed and considered.,0.502,,,,
2009 - peppol,273,274,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.",Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,0.562,,,,
2009 - peppol,273,286,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","pan-European needs          2009-05-19, Version 1.0 – pending EC approval    Requirement  A process for document handling compliant with the relevant legal regulations MUST be defined  (especially wit",0.880,,,,
2009 - peppol,273,309,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  In such cases, every partner in  the collaboration needs to be ad dressable so electronic documents  can be exchanged from en",0.717,,,,
2009 - peppol,273,319,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirement  It MUST be possible to apply the validation service provided by WP1 to a VCD in order to enable  economic operat",0.712,,,,
2009 - peppol,273,334,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  With this design concept, the Austrian pilot will impl ement a complex rule set that reflects the legal  requirements regardi",0.725,,,,
2009 - peppol,273,335,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","This way, the Austrian VCD implementation will  ensure full pan-European interoperability and will lead  to a dynamic situation regarding the legal rule  set and its flexibility to adapt to legal and ",0.548,,,,
2009 - peppol,274,275,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,Several formal legal requirements  have to be answered previously in order to defi ne the scope of such a National Service Provider  Requirement  The legal status and legitimacy of the Na tional Servi,0.610,,,,
2009 - peppol,274,276,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,Measurement  Formal establishment of the National Service Provider    Requirements The responsibility and the related processes of the National Service Provider MUST be defined (e.g.,0.703,,,,
2009 - peppol,274,277,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  The legal regulation applicable for the National Service Provider MUST be defined.,0.947,,,,
2009 - peppol,274,278,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,Measurement  Definition of the legal basis for the est ablishment of such a Service Provider   Requirement  A suitable way to establish the relevant regulations for the National Service Provider MUST ,0.890,,,,
2009 - peppol,275,276,Several formal legal requirements  have to be answered previously in order to defi ne the scope of such a National Service Provider  Requirement  The legal status and legitimacy of the Na tional Servi,Measurement  Formal establishment of the National Service Provider    Requirements The responsibility and the related processes of the National Service Provider MUST be defined (e.g.,0.673,,,,
